row_title,obj_title,obj_cost,obj_reqs
Tier 1 - Master,(Master) Mirror Mirror,10 SP,N/A
Tier 1 - Master,(Master) Command,10 SP,N/A
Tier 1 - Master,(Master) Dominate,10 SP,N/A
Tier 1 - Master,(Master) Relationship Modification,10 SP,N/A
Tier 1 - Master,(Master/Thinker) The Boss,10 SP,N/A
Tier 1 - Master,(Master/Trump) Haze of Conflict,10 SP,N/A
Tier 1 - Master,(Master/Thinker) Truth Serum,10 SP,N/A
Tier 1 - Master,(Master) It’s The Thought That Counts,10 SP,N/A
Tier 1 - Master,(Master/Breaker) Bilocation,10 SP,N/A
Tier 1 - Master,(Master/Tinker) Piggot’s Terror,10 SP| 4 SP,N/A
Tier 1 - Master,(Master) Kitbash,10 SP,N/A
Tier 1 - Master,(Master/Thinker) Brain Worms,10 SP,N/A
Tier 1 - Master,(Master/Breaker) Blood Spill,10 SP,N/A
Tier 1 - Master,(Master/Trump) Lionheart,11 SP,N/A
Tier 1 - Master,(Master) Victory's Path,11 SP,N/A
Tier 1 - Master,(Master/Stranger) Sleeping Guard,11 SP,N/A
Tier 1 - Master,(Master/Shaker) Starving Shade,11 SP,N/A
Tier 1 - Master,(Master) Fly Strike,11 SP,N/A
Tier 1 - Master,(Master) Friendbringers,12 SP,N/A
Tier 1 - Master,(Master/Trump) Open Eyes,12 SP,N/A
Tier 1 - Master,(Master) Child of Flemming,12 SP,N/A
Tier 1 - Master,(Master/Breaker) Mitosis,12 SP,N/A
Tier 1 - Master,(Master) Golem,13 SP,N/A
Tier 1 - Master,(Master) Stand,13 SP,N/A
Tier 1 - Master,(Master) Calling Help,14 SP,N/A
Tier 1 - Master,(Master) Hive Mind,15 SP,N/A
Tier 1 - Master,(Master/Trump) Scepter of Power,15 SP,N/A
Tier 1 - Master,(Master) Khepri,15 SP,N/A
Tier 1 - Master,(Master) Monster Maker,15 SP,N/A
Tier 1 - Master,(Master) Shadow Servant,15 SP,N/A
Tier 1 - Master,(Master/Tinker) The Spark of Life,15 SP| 5 SP,N/A
Tier 1 - Master,(Master/Trump) Disgorge,15 SP,N/A
Tier 1 - Tinker,(Tinker) Cannibal,1 SP,N/A
Tier 1 - Tinker,(Tinker) Jack of All Trades,2 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Thrown,2 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Bell,2 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Detection and Analysis,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Sharing,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Brotato,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Wizard Wheezers,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Communication,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Repair,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Self-Repair,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) Garment,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) of Friction,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Kinesis,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Domestic Life,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker) Surveillance,3 SP| 1 SP,N/A
Tier 1 - Tinker,(Tinker/Master) Love Potion,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Salvage,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) One Man’s Trash Is Another Man’s Treasure,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Attunement,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Ruggedization,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Ergonomics,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Overclock,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Necromancer,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Rapid Prototyping,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) Dreamlife,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Chimeric,4 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Swords,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Lorax,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Assistant,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Speed,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Weaving,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Memory Fabrication,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Shields,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Sound/Vibration,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Virtual Reality,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Clockwork Precision,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Precision,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Filter,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Electromagnetism,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Resource Exploitation,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Home on the Road,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Dream Craft,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) I’m On a Boat,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) Martial Arts,5 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Redundancy,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Traps,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Hyperspecialized,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Chassis,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Emotions,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Software,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Quantum Computing,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) Encryption,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Illusion,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Camouflage,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Counter-Tech,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Add-On Augmentation,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Chemistry,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Manton Limits,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Electronics,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Imprisonment,6 SP| 2 SP,N/A
Tier 1 - Tinker,"(Tinker) Oh, the Humanity",6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Murder,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Workout,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Subterranean,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Avatar,6 SP| 2 SP,N/A
Tier 1 - Tinker,(Tinker) Guns,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Mechanics,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Gravity,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Nautical,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Aero,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Thermal,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Terra,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Armor,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Style,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Toyman,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Bonsai,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Infusionist,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Backpack,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker/Master) Spawners,7 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Kryptonite,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Robots,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Bloody Tinker,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Absurdity,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) E=MC²,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Crystals!,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Bio-Mimicry,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Living Machine,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Preservation,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Symbiote,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Modes,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Kinetics,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Cybernetics,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Refinement,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Geneticist,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Energy,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker/Striker) Taking The Stage,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Information Hazard,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Gourmet,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Hard Light Manipulation,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) Legacy,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Basic Tinker,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Russian Roulette,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Material Density,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) AI Generated,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Stasis,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) But Where's The- DRAGON!!!,8 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Armored Warfare,9 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Poison,9 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Medicine,9 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Rocketman,9 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Fluctuation,9 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Ace Combat,9 SP| 3 SP,N/A
Tier 1 - Tinker,(Tinker) Metropolis,9 SP| 3 SP,N/A
Tier 1 - Tinker,"(Tinker/Thinker) Suppress, Conjecture, Predict",10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Rube Goldberg Machines,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Meme,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) Class In Session,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker/Thinker) Safety,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Construction,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Material,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Techie,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Remote Control,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker/Striker) Fuinjutsu,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Domain,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Huge Scale,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Satellites,10 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Fortifications and Artillery,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Escalation,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Reconfiguration,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Self Replicating,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Glory,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Interdimensional,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Weatherman,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Assimilation,11 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Reproduction,12 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Self-Alteration,12 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker) Probability Manipulation,12 SP| 4 SP,N/A
Tier 1 - Tinker,(Tinker/Master) Nanobots,13 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker/Master) Machine World,13 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Nanites,13 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Nuclear,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Space,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Destruction,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Lasers!,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Information,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Infectious Enhancements,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Souls Tech,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Cape Cosplay,14 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Code,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Terraforming,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Amplifiers and Dampeners,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) I Wanna Be The Very Best!,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Time Dilation,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Variable Tinker,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Living Metallurgist,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Twilight Tinker,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker/Trump) Antagonist Builder,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) Fastest Tinker Alive,15 SP| 5 SP,N/A
Tier 1 - Tinker,(Tinker) The Dao of EXPLOSIONS!,15 SP| 5 SP,N/A
Tier 1 - Blaster,(Blaster) Epilepsy,1 SP,N/A
Tier 1 - Blaster,(Blaster) Super Murder Death Beams,1 SP,N/A
Tier 1 - Blaster,(Blaster) Boomerang,1 SP,N/A
Tier 1 - Blaster,(Blaster) Icicle,1 SP,N/A
Tier 1 - Blaster,(Blaster) Unlimited Ammo Works,2 SP,N/A
Tier 1 - Blaster,(Blaster) Custom Projectile,2 SP,N/A
Tier 1 - Blaster,(Blaster) Phantom Punches,2 SP,N/A
Tier 1 - Blaster,(Blaster) Mine Now!,2 SP,N/A
Tier 1 - Blaster,(Blaster) Tubeshock,2 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Gandr,2 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) ACME,2 SP,N/A
Tier 1 - Blaster,(Blaster/Master) Earworm,3 SP,N/A
Tier 1 - Blaster,(Blaster) Hookshot,3 SP,N/A
Tier 1 - Blaster,(Blaster) Debuff,3 SP,N/A
Tier 1 - Blaster,(Blaster) David’s Sling,3 SP,N/A
Tier 1 - Blaster,(Blaster) Handcannon,3 SP,N/A
Tier 1 - Blaster,(Blaster) Needle Gunner,3 SP,N/A
Tier 1 - Blaster,(Blaster) Blaster,4 SP,N/A
Tier 1 - Blaster,(Blaster/Striker) Sneak Attack,4 SP,N/A
Tier 1 - Blaster,(Blaster) Hand Lights,4 SP,N/A
Tier 1 - Blaster,(Blaster/Thinker) Stop-Hit,4 SP,N/A
Tier 1 - Blaster,(Blaster) Incandescent,4 SP,N/A
Tier 1 - Blaster,(Blaster/Master) Skill Thief,5 SP,N/A
Tier 1 - Blaster,(Blaster) Bloody Hell,5 SP,N/A
Tier 1 - Blaster,(Blaster) Pew Pew!,5 SP,N/A
Tier 1 - Blaster,(Blaster/Changer) Birdie!,5 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Imbue Projectile,5 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Vicious Mockery,5 SP,N/A
Tier 1 - Blaster,(Blaster) Mutation,5 SP,N/A
Tier 1 - Blaster,(Blaster) Shibari,5 SP,N/A
Tier 1 - Blaster,(Blaster/Striker) First Strike,5 SP,N/A
Tier 1 - Blaster,(Blaster) Bloodlet,5 SP,N/A
Tier 1 - Blaster,(Blaster/Striker) Saturnian,5 SP,N/A
Tier 1 - Blaster,(Blaster) Lightningrod,6 SP,N/A
Tier 1 - Blaster,(Blaster) Acceleration,6 SP,N/A
Tier 1 - Blaster,(Blaster) Stellar Fragments,6 SP,N/A
Tier 1 - Blaster,(Striker/Blaster) Personalised Attack,6 SP,N/A
Tier 1 - Blaster,(Blaster/Tinker) Weapons Platform,6 SP| 2 SP,N/A
Tier 1 - Blaster,(Blaster) All Things Are Projectiles,6 SP,N/A
Tier 1 - Blaster,(Blaster) Banshee,6 SP,N/A
Tier 1 - Blaster,(Blaster/Tinker) Supply Drop,6 SP| 2 SP,N/A
Tier 1 - Blaster,(Blaster) Voodoo,7 SP,N/A
Tier 1 - Blaster,(Blaster) Selective Targeting,7 SP,N/A
Tier 1 - Blaster,(Blaster) Chained,7 SP,N/A
Tier 1 - Blaster,(Blaster/Striker) Paper Cuts,7 SP,N/A
Tier 1 - Blaster,(Blaster/Thinker) Fistful of Dollars,7 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Voice of the Devil,7 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Card Trickster,7 SP,N/A
Tier 1 - Blaster,(Blaster) Lighthouse,8 SP,N/A
Tier 1 - Blaster,(Blaster) Dollar Store Omega Beam,8 SP,N/A
Tier 1 - Blaster,(Blaster) Bullet Hell,8 SP,N/A
Tier 1 - Blaster,(Blaster/Striker) Hemorrhage,8 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Just Fireball,8 SP,N/A
Tier 1 - Blaster,(Blaster/Master) Skill Reallocation,8 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Breath Attack,8 SP,N/A
Tier 1 - Blaster,(Blaster/Brute) Infernal Orifices,8 SP,N/A
Tier 1 - Blaster,(Blaster) Charging Beam,9 SP,N/A
Tier 1 - Blaster,(Blaster) Charged Beam,9 SP,N/A
Tier 1 - Blaster,(Blaster/Mover) Cannoneer,9 SP,N/A
Tier 1 - Blaster,(Blaster) Solar,10 SP,N/A
Tier 1 - Blaster,(Blaster/Brute) Icy Protection,10 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Roadless Camelot,10 SP,N/A
Tier 1 - Blaster,(Blaster/Mover) Folktale,10 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Spectral Platforms,10 SP,N/A
Tier 1 - Blaster,(Blaster) Aimbot,10 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Snow Shots,10 SP,N/A
Tier 1 - Blaster,(Blaster/Master) Sentry,11 SP,N/A
Tier 1 - Blaster,(Blaster) Worship,12 SP,N/A
Tier 1 - Blaster,(Blaster) Friendship Beam!,12 SP,N/A
Tier 1 - Blaster,(Blaster) Air Cannon,12 SP,N/A
Tier 1 - Blaster,(Blaster/Striker) Beamsaber,12 SP,N/A
Tier 1 - Blaster,(Blaster) Broken Phantasm,12 SP,N/A
Tier 1 - Blaster,(Blaster) The Classic,12 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Monochrome,12 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Metronome,12 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Chomp!,13 SP,N/A
Tier 1 - Blaster,(Blaster/Changer) Identity Theft,13 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Burnout,13 SP,N/A
Tier 1 - Blaster,(Blaster) A Damned Mile!,13 SP,N/A
Tier 1 - Blaster,(Blaster) Mythical,14 SP,N/A
Tier 1 - Blaster,(Blaster/Thinker) Droplet,14 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Rogue-lite Shooter,14 SP,N/A
Tier 1 - Blaster,(Blaster) Damocles,15 SP,N/A
Tier 1 - Blaster,(Blaster/Trump) Still Blast,15 SP,N/A
Tier 1 - Blaster,(Blaster) Laser Bullets,15 SP,N/A
Tier 1 - Blaster,(Blaster/Shaker) Railgun,15 SP,N/A
Tier 1 - Thinker,(Thinker) New Personal Record,1 SP,N/A
Tier 1 - Thinker,(Thinker/Mover) SUPER HOT,2 SP,N/A
Tier 1 - Thinker,(Thinker) X-Ray and Vav,2 SP,N/A
Tier 1 - Thinker,(Thinker) Primal Perception,2 SP,N/A
Tier 1 - Thinker,(Thinker) Conspiracy Nut,2 SP,N/A
Tier 1 - Thinker,(Thinker) Goa'uld,2 SP,N/A
Tier 1 - Thinker,(Thinker/Striker) Synesthesia,2 SP,N/A
Tier 1 - Thinker,(Thinker/Master) Bribery Makes Everything Easier,2 SP,N/A
Tier 1 - Thinker,(Thinker) Prometheus Alpha,2 SP,N/A
Tier 1 - Thinker,(Thinker/Master) Chef Supreme,2 SP,N/A
Tier 1 - Thinker,(Thinker) Overactive Imagination,2 SP,N/A
Tier 1 - Thinker,(Thinker) Voices of Failure,2 SP,N/A
Tier 1 - Thinker,(Thinker) Electroreception,2 SP,N/A
Tier 1 - Thinker,(Thinker) Business Shark,3 SP,N/A
Tier 1 - Thinker,(Thinker) Dr Dolittle,3 SP,N/A
Tier 1 - Thinker,(Thinker) Checklist,3 SP,N/A
Tier 1 - Thinker,(Thinker) Byakugan,3 SP,N/A
Tier 1 - Thinker,(Thinker) Skilled,3 SP,N/A
Tier 1 - Thinker,(Thinker) Immersive Storytelling,3 SP,N/A
Tier 1 - Thinker,(Thinker) Clean Mind,3 SP,N/A
Tier 1 - Thinker,(Thinker) Consciousness Commander,3 SP,N/A
Tier 1 - Thinker,(Thinker) Enhanced Senses,3 SP,N/A
Tier 1 - Thinker,(Thinker) Strong Man,3 SP,N/A
Tier 1 - Thinker,(Thinker) Dreams of Another Life,3 SP,N/A
Tier 1 - Thinker,(Thinker) Interlude,3 SP,N/A
Tier 1 - Thinker,(Thinker) This Is The Greatest Plan…!,3 SP,N/A
Tier 1 - Thinker,(Thinker) Feel It In My Bones,3 SP,N/A
Tier 1 - Thinker,(Thinker) Life 360,3 SP,N/A
Tier 1 - Thinker,(Thinker) Perfect Timing,4 SP,N/A
Tier 1 - Thinker,(Thinker/Brute) Skill Issue,4 SP,N/A
Tier 1 - Thinker,(Thinker) A Thousand Souls,4 SP,N/A
Tier 1 - Thinker,(Thinker) Scrying Orb,4 SP,N/A
Tier 1 - Thinker,(Thinker) Multibrain,4 SP,N/A
Tier 1 - Thinker,(Thinker/Trump) Dream Cinephile,4 SP,N/A
Tier 1 - Thinker,(Thinker) Breaking the Mask,4 SP,N/A
Tier 1 - Thinker,(Thinker) Deja Vecu,4 SP,N/A
Tier 1 - Thinker,(Thinker/Trump) Munchkin,4 SP,N/A
Tier 1 - Thinker,(Thinker/Breaker) Inner Self,4 SP,N/A
Tier 1 - Thinker,(Thinker) Think Tank,5 SP,N/A
Tier 1 - Thinker,(Thinker) One or the Other,5 SP,N/A
Tier 1 - Thinker,(Thinker/Brute) Stolen Muscles,5 SP,N/A
Tier 1 - Thinker,(Thinker) Mental Probe,5 SP,N/A
Tier 1 - Thinker,(Thinker) Opposite of A Smooth Brain,5 SP,N/A
Tier 1 - Thinker,(Thinker) Eagle Vision,5 SP,N/A
Tier 1 - Thinker,(Thinker) All Part of the Plan,5 SP,N/A
Tier 1 - Thinker,(Thinker) Roleplay,5 SP,N/A
Tier 1 - Thinker,(Thinker) Pattern Recognition,5 SP,N/A
Tier 1 - Thinker,(Thinker) Super Dream,5 SP,N/A
Tier 1 - Thinker,(Thinker) Looking for More,5 SP,N/A
Tier 1 - Thinker,(Thinker) Full Picture,5 SP,N/A
Tier 1 - Thinker,(Thinker) Sympathetic Sight,5 SP,N/A
Tier 1 - Thinker,(Thinker/Mover) Dead as Disco,5 SP,N/A
Tier 1 - Thinker,(Thinker) Unwilling Prodigy,5 SP,N/A
Tier 1 - Thinker,(Thinker/Striker) Data Transfer,5 SP,N/A
Tier 1 - Thinker,(Thinker/Brute) Dark Knight,5 SP,N/A
Tier 1 - Thinker,(Thinker) Compiler,5 SP,N/A
Tier 1 - Thinker,(Thinker) Ghostmates,6 SP,N/A
Tier 1 - Thinker,(Thinker) Sightless Predictions,6 SP,N/A
Tier 1 - Thinker,(Thinker) Precognitive Combat,6 SP,N/A
Tier 1 - Thinker,(Thinker) Renaissance Man,6 SP,N/A
Tier 1 - Thinker,(Thinker) Combat Savant,6 SP,N/A
Tier 1 - Thinker,(Thinker/Brute) Transferable Skills,6 SP,N/A
Tier 1 - Thinker,(Thinker/Master) TLC,6 SP,N/A
Tier 1 - Thinker,(Thinker) Tracker,7 SP,N/A
Tier 1 - Thinker,(Thinker) Schrödinger,7 SP,N/A
Tier 1 - Thinker,(Thinker/Trump) Networking,7 SP,N/A
Tier 1 - Thinker,(Thinker) Flatline,7 SP,N/A
Tier 1 - Thinker,(Thinker) Landlord,7 SP,N/A
Tier 1 - Thinker,(Thinker) Dreamer,7 SP,N/A
Tier 1 - Thinker,(Thinker) Retroactive Empath,7 SP,N/A
Tier 1 - Thinker,(Thinker/Striker) Mind Plunderer,7 SP,N/A
Tier 1 - Thinker,(Thinker) Snap,7 SP,N/A
Tier 1 - Thinker,(Thinker) Anti-Monitor,7 SP,N/A
Tier 1 - Thinker,(Thinker) Parry,7 SP,N/A
Tier 1 - Thinker,(Thinker/Blaster) Ricochet,7 SP,N/A
Tier 1 - Thinker,(Thinker) Twisted World,7 SP,N/A
Tier 1 - Thinker,(Thinker) Mental Faculty,7 SP,N/A
Tier 1 - Thinker,(Thinker) Enhanced Mastery,8 SP,N/A
Tier 1 - Thinker,(Thinker) Canon Event,8 SP,N/A
Tier 1 - Thinker,(Thinker/Striker) Martial Arts,8 SP,N/A
Tier 1 - Thinker,(Thinker/Master) Zeitgeist,8 SP,N/A
Tier 1 - Thinker,(Thinker) My Eyes are Your Eyes,9 SP,N/A
Tier 1 - Thinker,(Thinker) Danger Sense,9 SP,N/A
Tier 1 - Thinker,(Thinker) Discombobulate,9 SP,N/A
Tier 1 - Thinker,(Thinker) Filter,9 SP,N/A
Tier 1 - Thinker,(Thinker) Glimpse,10 SP,N/A
Tier 1 - Thinker,(Thinker) Ninshú,10 SP,N/A
Tier 1 - Thinker,(Thinker/Master) Indoctrination Is Friendship,10 SP,N/A
Tier 1 - Thinker,(Thinker) Oracle of Delphi,10 SP,N/A
Tier 1 - Thinker,(Thinker) I’ve Come to Bargain,10 SP,N/A
Tier 1 - Thinker,(Thinker) Weakspot,10 SP,N/A
Tier 1 - Thinker,(Thinker/Striker) Theft,10 SP,N/A
Tier 1 - Thinker,(Thinker) Your Only Move,10 SP,N/A
Tier 1 - Thinker,(Thinker) Mr(s). Fixit,10 SP,N/A
Tier 1 - Thinker,(Thinker) Plans within Plans,12 SP,N/A
